ID,A1, A2, A3, A4, A5, A6, A7, A8, A9, A11, A12, A13, A14, A15, H1, H2, H3, H4, H5, H6, H7, H8, H9, H10, H11, H12, T1, T2, T3, T4, T5, T6, T7, T8, T9, T10, T11, T12, T13, T14, Sex, Age, Class, school every day?, share phone with family?, electricity at home?, parents rules phone?, Main purpose of phone use
121,4,4,4,1,1,4,1,1,1,,,1,1,,,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,12,20,1,12,7,0,0,0,1,Games
122,4,2,1,3,3,2,3,4,1,4,2,3,4,1,2,4,1,3,3,4,4,2,4,4,4,4,4,4,6,7,7,6,7,5,1,6,5,4,2,,,1,13,7,0,0,0,0,School
123,4,4,2,4,,4,1,4,1,,1,4,4,4,4,4,4,3,1,4,2,4,4,4,4,3,4,4,6,,,7,,2,2,6,5,1,7,0,0,1,12,7,0,0,0,,Music
124,1,1,1,1,3,2,4,1,3,2,4,3,2,1,4,4,2,2,1,3,3,1,1,3,2,1,1,1,7,5,4,6,4,1,5,4,3,4,5,0,0,1,,7,0,1,1,1,"School, Communication, Games, Social media, Music, Other"
125,4,4,1,4,4,4,4,1,1,4,4,1,1,4,1,4,1,4,1,4,1,4,4,1,4,1,4,6,4,6,5,7,3,,,7,6,,3,0,4,0,11,7,0,0,0,0,Social media
126,4,3,1,4,1,4,1,3,1,4,1,4,1,4,4,4,1,2,1,2,1,4,4,4,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,13,7,0,,0,0,Social media
127,4,1,2,1,3,1,1,1,1,1,1,1,,1,1,1,1,2,2,3,3,4,4,1,2,2,4,2,7,4,3,7,1,1,4,5,5,6,6,0,0,1,13,7,0,0,1,0,Other
128,4,1,1,1,2,3,2,4,1,4,1,2,2,1,3,1,4,4,4,1,2,1,2,1,2,4,4,1,2,4,1,7,5,3,,3,6,1,5,0,0,1,11,7,0,0,0,0,School
129,4,4,1,4,1,4,3,1,1,4,1,2,3,1,3,4,2,4,1,4,2,4,4,1,4,2,2,4,5,,7,7,5,5,6,1,3,5,6,,,,,7,0,1,0,1,Music
130,2,3,4,3,4,4,3,3,2,2,4,2,3,3,1,2,2,3,3,4,3,4,3,3,2,3,2,1,2,6,7,6,4,,3,3,2,6,5,11,,1,15,7,0,0,1,0,Social media
131,3,1,3,3,2,1,2,4,1,3,2,3,1,2,4,4,2,1,2,4,2,4,2,4,4,2,2,6,5,4,4,6,1,2,1,4,3,7,4,10,,1,12,7,0,0,1,0,Music
132,1,2,3,1,3,1,4,1,4,2,4,2,1,2,4,4,1,3,4,3,4,1,1,4,4,1,3,5,5,5,7,5,3,1,1,4,1,5,1,,,1,15,7,0,1,0,1,School
133,2,2,1,1,1,1,3,4,3,1,1,3,1,2,1,3,4,4,4,4,4,4,4,4,1,4,,7,7,7,7,7,7,7,7,7,7,7,7,,,,13,7,0,0,0,0,Games
134,3,1,2,1,1,2,1,1,,1,1,2,3,1,4,4,1,2,1,4,2,3,1,2,4,1,2,5,6,6,,,6,3,6,1,3,5,5,0,0,2,12,7,0,0,0,0,"Games, Music"
135,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,13,7,0,0,0,0,"School, Communication, Games, Social media, Music, Other"
136,4,4,2,4,4,4,4,1,4,2,4,,1,2,4,1,1,2,3,4,2,4,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,15,7,0,0,1,0,Communication
137,3,2,2,2,2,,2,3,1,3,1,2,3,3,2,1,3,3,2,4,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,12,7,0,1,1,0,Music
138,1,1,,1,,1,,1,1,1,1,,,1,,1,1,,,1,1,1,,1,1,,,1,1,3,,5,3,,1,,3,6,,0,0,1,12,7,0,1,0,0,Social media
139,4,2,3,4,2,3,4,4,4,3,4,4,2,1,1,11,4,4,1,3,4,1,3,4,4,3,1,5,3,1,4,7,1,1,2,5,7,6,5,0,0,1,14,7,1,0,1,1,Communication
140,1,1,2,4,4,4,4,4,3,1,,4,4,,3,2,4,1,1,2,3,4,3,3,4,1,2,1,1,1,7,7,7,7,3,4,7,7,3,0,0,1,12,7,0,0,1,0,School
141,4,3,4,4,2,2,4,3,4,3,1,2,3,2,4,3,4,4,2,2,3,4,3,1,3,,1,5,1,4,4,5,4,4,2,6,1,2,3,0,2,,13,7,0,0,0,1,"Games, Other"
142,4,3,4,4,4,3,1,3,1,4,1,2,4,3,2,4,2,3,3,4,2,2,3,4,3,3,2,1,5,1,1,2,3,1,1,3,2,4,3,1,0,0,12,7,0,0,0,1,Games
143,4,1,3,4,2,3,2,4,2,4,1,2,1,4,2,4,3,2,1,4,1,4,2,4,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,12,7,0,0,0,0,Other
144,4,3,2,4,3,4,3,4,1,2,4,3,3,2,4,4,3,3,2,4,2,2,4,3,4,2,2,6,6,6,6,5,7,6,4,7,7,5,7,1,0,1,12,7,0,0,0,0,School
145,3,1,2,3,3,4,4,3,4,1,3,4,3,4,3,4,2,3,1,4,3,4,2,2,4,3,3,4,5,4,7,3,6,4,3,2,1,6,3,0,0,,12,7,0,0,0,0,School
146,4,2,1,4,,4,2,1,1,4,1,1,4,4,3,4,3,4,4,4,4,4,4,1,4,4,4,1,4,6,6,7,5,3,3,5,6,1,2,0,0,2,,7,0,0,0,0,Games
147,4,2,2,2,4,2,2,3,2,3,2,4,3,3,2,3,4,,3,2,3,4,2,3,,2,,6,6,5,7,7,4,6,6,4,5,2,6,2,10,0,11,7,0,0,1,0,School
148,1,,,1,,,,,,1,1,1,,1,,,,1,1,1,,1,1,,,,,1,1,1,7,1,1,1,,1,1,1,1,8,0,,,7,0,0,0,0,School
149,4,1,4,4,3,2,2,4,1,4,1,3,2,1,2,2,2,4,3,4,2,4,4,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,13,7,0,0,0,0,Communication
150,4,2,4,4,3,3,1,4,4,3,1,4,1,4,2,3,3,4,1,4,2,4,3,4,3,2,4,6,4,4,,6,7,5,5,4,6,5,4,0,0,0,13,7,0,0,1,0,Other
151,4,1,4,4,3,3,4,2,4,4,4,3,2,1,4,3,4,1,1,4,3,3,4,3,4,3,3,4,6,,2,,7,5,4,6,1,4,7,0,0,0,12,7,0,0,0,0,"Games, Other"
152,4,1,1,4,4,4,1,4,1,4,2,1,1,1,2,4,1,3,1,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,7,0,1,1,1,Other
153,2,2,2,3,3,3,1,3,3,3,3,3,1,3,1,3,1,1,1,3,3,3,3,3,3,3,3,4,1,1,1,1,4,1,1,1,1,4,1,0,0,0,,7,0,0,0,0,Games
154,4,4,1,4,2,4,2,4,1,1,4,4,2,3,4,1,1,1,1,4,,1,2,2,4,,1,2,2,2,2,3,1,4,2,4,,1,1,,,0,14,7,0,0,1,0,Communication
155,4,2,1,3,4,4,1,3,3,2,1,1,2,3,2,3,4,4,1,4,2,3,3,4,3,3,4,2,1,1,2,6,2,1,3,1,1,1,1,0,0,1,13,7,0,1,1,0,Games
156,1,4,2,4,2,4,2,1,1,4,1,1,1,4,2,4,1,4,4,4,2,4,3,4,2,3,4,1,6,4,,6,4,6,5,6,7,7,1,0,0,1,13,7,0,1,1,0,Games
157,2,1,2,1,2,1,1,2,1,1,3,2,3,3,1,3,2,4,2,3,3,4,3,1,3,3,3,5,6,7,4,7,7,7,5,3,5,4,2,0,0,1,,7,0,1,1,0,"School,Other"
158,3,4,4,4,3,2,4,4,3,1,1,4,2,1,4,4,4,4,3,4,1,4,4,1,4,4,3,4,6,6,4,6,,4,5,3,1,6,6,0,0,,,7,0,0,0,1,Other
159,1,4,4,3,1,3,4,2,3,4,1,3,4,1,4,3,3,4,4,1,1,4,3,3,3,4,4,7,3,2,5,4,6,4,6,1,3,1,6,0,0,1,15,0,1,0,1,,Other
160,1,1,2,1,3,4,1,1,1,3,1,2,4,2,3,1,3,2,1,1,4,2,3,1,1,3,3,4,,4,4,5,6,4,6,4,7,2,4,0,6,0,15,7,1,0,0,0,Games
161,1,1,2,1,3,4,1,1,1,3,1,2,4,2,3,1,3,2,1,1,4,2,2,1,1,2,2,4,3,5,7,2,5,6,5,1,3,4,7,1,,0,14,7,0,0,1,0,Communication
162,3,2,1,1,4,3,4,1,1,4,2,3,1,3,,1,,,,,,4,1,,,,1,1,1,1,5,3,1,1,1,1,1,1,1,0,0,2,,7,0,0,1,0,Games
163,1,2,3,4,1,2,2,3,4,4,2,3,1,3,1,4,2,3,4,3,2,4,4,3,3,2,2,1,1,1,5,3,1,1,1,4,1,3,1,0,0,,14,7,0,0,1,0,Communication
164,3,3,1,2,1,1,1,2,3,1,4,4,3,1,3,1,4,1,3,1,2,2,4,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,13,7,0,0,1,1,Other
165,2,3,1,1,1,1,,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,,,,,5,7,2,1,1,1,1,1,1,1,1,1,,,,13,7,,,,,Other
166,4,2,4,4,3,4,3,1,4,4,1,4,4,4,4,4,4,4,1,4,4,2,4,2,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,12,7,0,1,0,1,Other
167,4,4,4,4,4,4,4,1,4,4,4,4,1,1,4,4,4,4,1,4,4,4,1,4,4,3,3,4,3,5,5,5,5,3,6,4,6,6,1,0,6,2,11,7,0,0,,0,Communication
168,4,4,4,4,2,2,3,1,3,3,4,4,3,3,2,4,4,4,1,2,2,2,4,3,4,,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,10,7,0,1,0,1,Other
169,4,2,1,3,2,3,4,3,1,4,1,1,1,3,1,4,1,4,4,4,1,1,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,12,7,0,1,0,1,Other
170,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,3,4,4,4,2,,,,,3,3,4,3,7,1,1,3,5,1,2,1,0,0,1,13,7,0,0,1,0,Games
171,4,1,,4,1,4,1,4,2,3,2,4,4,3,2,4,,2,1,3,3,2,4,3,4,2,1,3,5,7,6,7,1,1,2,1,1,4,2,0,2,1,12,7,0,0,0,0,Other
172,1,,1,1,1,,1,,1,1,,1,,1,,1,1,,1,1,,1,1,1,1,1,,,2,,,,,1,1,,,1,,0,0,0,12,7,0,0,0,1,School
173,4,4,4,4,,1,1,,4,4,1,,2,4,4,1,4,1,4,4,4,4,4,1,4,1,4,1,1,1,1,6,,,1,1,1,1,1,0,0,1,13,7,0,0,0,0,"Communication, Games"
174,1,2,3,2,1,2,3,2,2,1,4,2,2,3,1,4,3,3,2,2,2,2,3,,,,,2,6,,,4,2,6,4,2,1,3,2,2,0,1,15,7,0,1,0,1,"Communication, Games, Music"
175,4,3,3,4,2,4,1,4,1,3,4,4,3,4,3,3,1,4,1,3,4,4,4,,,,,3,5,7,3,1,6,4,7,7,6,6,5,0,0,0,13,7,0,1,0,1,Communication
176,2,4,3,1,4,2,3,4,2,2,4,1,2,3,1,4,2,2,3,3,2,2,4,,,,,6,2,4,1,6,2,5,,4,5,2,4,0,0,,14,7,0,0,0,0,Games
177,1,4,2,1,1,1,2,1,3,1,4,1,1,3,1,1,1,2,2,1,1,1,2,,,,,1,5,7,6,4,4,2,6,,1,5,2,1,3,0,,7,0,0,1,0,Communication
178,2,1,2,1,1,2,1,2,3,4,3,3,2,1,4,4,3,2,1,4,2,4,4,,,,,1,6,7,5,4,6,5,1,1,1,2,3,9,,0,14,7,0,0,1,0,Communication
179,1,2,4,4,3,2,1,3,1,4,3,2,2,3,1,3,2,3,3,4,4,4,3,2,4,4,4,2,5,5,4,3,4,2,4,5,1,4,5,0,0,0,11,7,0,0,1,0,School
180,2,,2,3,4,1,4,4,1,4,1,4,1,2,1,4,3,1,1,1,3,4,1,3,4,2,3,7,2,7,5,3,5,6,5,1,,5,7,0,0,0,,7,0,1,0,1,Communication
181,2,,,,2,1,,1,,,2,2,2,,2,1,1,,,1,,2,,,2,2,1,1,1,1,1,1,,1,1,1,1,1,1,0,0,,13,7,1,,0,,
182,4,2,3,4,1,2,4,4,4,,,1,1,3,1,4,1,4,1,4,1,4,3,4,1,4,4,1,1,1,1,7,1,1,4,2,4,,,1,0,1,12,7,0,0,0,0,Music
183,4,3,2,4,3,4,3,4,2,4,4,4,1,3,1,1,4,4,1,4,1,4,4,4,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,12,7,1,1,0,0,Games
184,4,1,1,4,4,4,2,4,4,4,1,1,,4,2,4,4,4,3,4,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,13,7,0,,1,,Other
185,1,2,1,4,1,2,2,2,4,1,1,4,3,3,4,3,4,3,3,2,4,3,3,3,2,,3,4,1,1,1,4,1,1,3,,,3,3,0,3,1,13,7,0,0,0,0,Games
186,4,3,4,4,3,2,4,4,1,1,1,2,4,1,3,1,4,2,1,3,3,4,2,4,4,1,3,1,1,1,,1,1,1,1,1,1,1,1,0,0,0,12,7,0,0,0,0,Other
187,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,13,7,0,0,0,0,School
188,2,2,4,1,2,3,4,2,1,2,3,1,4,3,,4,3,1,1,4,4,3,4,3,2,4,2,1,1,5,4,5,5,4,2,3,6,2,5,0,0,0,15,7,0,0,0,0,Music
189,2,1,1,3,4,2,1,1,4,2,1,4,2,3,1,4,3,1,3,1,4,4,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,12,7,0,1,1,1,Other
190,1,4,,1,1,3,1,2,2,1,2,3,2,1,3,1,2,3,3,1,3,2,1,3,2,4,2,1,1,1,1,,1,1,1,1,1,1,1,1,1,0,12,7,0,,0,,Other
191,3,3,4,2,4,4,1,1,1,1,1,1,1,1,4,4,4,4,4,4,1,3,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,11,7,0,1,0,1,Other
192,4,1,3,4,3,3,4,4,4,3,2,2,,,1,4,2,3,1,4,2,2,3,3,,,,4,5,4,4,5,1,5,7,5,3,4,5,0,7,0,13,7,0,0,0,0,Music
193,3,2,2,3,1,1,1,1,1,1,1,1,4,1,3,1,3,1,3,2,4,2,4,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,5,0,0,1,14,7,0,,0,1,Other
194,1,2,2,4,1,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,4,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,12,7,0,1,0,1,Other
195,4,3,1,4,4,4,2,4,1,4,1,2,1,3,4,4,4,4,2,4,3,3,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,13,7,,,,,
196,4,2,4,4,4,4,4,4,4,3,4,2,2,4,4,4,2,4,2,2,3,4,4,4,,2,,1,1,1,1,1,1,1,1,3,1,2,1,0,0,1,13,7,0,1,1,1,
197,4,2,3,4,4,2,3,4,2,4,1,3,1,2,2,4,3,4,1,1,1,1,1,3,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,12,7,0,0,0,0,Games
198,4,4,4,4,4,4,1,4,4,4,1,4,1,1,4,2,4,2,4,4,,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,13,7,0,1,1,1,Other
199,4,2,2,3,,2,1,3,2,1,4,2,2,2,3,3,3,2,3,4,2,4,4,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,13,7,0,0,0,0,Games
200,4,3,4,4,3,4,1,4,1,4,3,2,1,4,,4,3,1,4,4,3,4,4,3,4,2,2,3,5,3,5,6,2,1,3,2,1,4,1,2,0,1,11,7,0,0,0,1,Games
201,4,2,3,4,4,2,2,4,2,3,4,,2,4,3,4,4,1,1,4,1,2,4,1,4,3,1,4,7,3,3,7,3,6,1,7,3,4,1,,,,13,7,0,1,0,1,Games
202,1,1,1,1,4,3,4,4,3,3,1,2,1,3,3,4,3,1,1,4,3,4,4,4,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,14,7,0,1,0,0,Other
203,3,2,1,2,3,4,1,3,4,2,2,4,3,4,3,2,2,1,3,1,2,2,2,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,13,7,0,1,1,1,School
204,4,4,4,1,4,4,1,4,1,1,1,1,1,2,2,4,2,4,1,4,2,4,4,1,4,4,1,1,1,1,1,1,1,,1,1,1,1,1,,,1,15,7,0,1,1,1,
205,2,2,2,1,4,2,4,3,1,3,3,1,2,2,1,1,1,2,1,4,4,1,2,1,3,2,1,1,2,2,1,3,1,2,2,4,2,2,3,,3,0,15,7,0,0,0,0,School
206,1,4,2,4,4,2,2,,4,4,4,4,4,1,4,2,4,1,3,4,2,4,2,4,4,4,4,7,6,7,7,6,7,5,5,6,2,7,7,3,7,0,13,7,0,0,0,0,Other
207,3,2,1,4,2,3,4,3,2,3,2,2,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,3,7,5,6,3,5,3,4,6,4,3,5,1,,0,16,7,0,0,0,0,Other
208,4,4,1,4,1,4,4,,4,4,1,1,1,1,4,2,4,2,1,4,4,2,4,4,4,4,4,7,1,1,7,7,7,7,7,7,7,7,7,2,,1,14,7,0,0,0,0,Social media
209,4,4,,4,2,4,2,4,1,4,3,4,1,2,1,2,1,2,4,4,4,1,4,4,4,1,2,1,1,5,3,7,4,1,1,4,1,1,5,,4,0,18,7,0,0,1,0,Communication
210,4,1,3,4,4,4,1,4,4,4,4,1,1,3,2,4,3,1,1,4,4,4,4,4,4,3,4,7,5,4,5,3,2,1,5,2,,4,7,,,1,11,7,0,0,1,0,School
211,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,7,,,,,
212,1,1,,1,2,1,2,2,2,1,2,2,2,2,3,1,3,2,2,1,2,2,1,1,1,2,2,,,,,,,,,,,,,,3,1,12,7,1,1,0,1,
213,4,1,2,1,1,3,4,4,4,1,1,4,,1,4,4,4,3,1,4,3,4,4,4,4,1,2,2,2,3,5,2,4,1,7,1,3,1,6,,,1,11,7,0,0,0,0,School
214,4,1,1,4,1,3,1,1,4,2,4,1,1,4,1,1,1,1,4,3,1,1,4,1,4,4,3,5,7,3,7,112,4,6,1,7,6,2,,,,1,14,7,0,1,1,0,Music
215,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,3,6,5,3,3,4,3,2,4,2,3,5,3,1,12,7,0,0,0,0,School
216,1,1,1,1,1,4,2,2,1,3,1,1,1,4,3,4,2,4,1,4,1,1,4,1,1,3,4,5,1,1,1,1,1,2,1,1,1,3,1,,2,1,12,7,0,0,0,0,Games
217,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,1,6,4,5,6,4,4,4,5,0,4,0,11,7,0,1,0,0,Games
218,4,2,2,4,3,4,1,2,1,4,4,2,1,3,2,4,2,4,1,4,1,3,4,3,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,12,7,0,0,0,0,School
219,4,3,3,4,2,2,4,4,4,1,4,1,4,2,1,4,1,4,1,4,4,4,4,2,4,1,3,5,1,1,1,12,2,1,1,1,112,1,1,0,4,0,11,7,0,0,0,1,Music
220,2,3,4,1,2,3,4,1,2,3,1,3,2,4,2,2,3,2,4,1,3,4,4,1,3,2,4,1,2,7,6,4,5,5,5,1,1,3,7,,,,,7,0,0,1,1,Games
221,1,1,3,4,4,1,1,1,1,1,2,3,2,2,1,1,2,2,4,3,3,4,1,1,3,4,4,1,1,7,1,7,6,7,3,1,,7,6,2,,1,11,7,0,0,0,0,Games
222,4,2,4,4,1,2,4,4,4,4,1,4,3,1,4,4,3,2,1,4,1,2,3,3,4,3,1,1,4,,4,6,4,112,1,,6,7,7,,,1,13,7,0,0,0,0,Games
223,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,2,2,3,3,6,5,6,2,7,2,6,2,3,5,3,2,1,2,1,15,7,0,0,0,0,Games
224,4,1,1,3,1,1,1,3,2,3,2,3,4,3,2,4,1,4,,4,1,1,3,1,3,1,3,4,5,4,3,3,5,5,2,2,1,1,,3,,0,12,7,0,0,0,,"School, Communication, Games, Social media, Music, Other"
225,3,1,1,4,2,1,3,4,1,4,2,3,3,2,2,2,2,3,2,4,4,3,4,4,3,2,2,6,5,6,5,5,6,3,4,,2,1,3,,3,1,17,7,0,1,0,0,Communication
226,1,3,2,4,2,3,1,2,1,1,1,1,1,3,2,4,4,2,1,3,2,1,4,4,4,2,1,4,6,1,2,4,3,1,4,4,1,3,6,,,1,11,7,1,0,0,0,School
227,2,4,1,3,2,2,1,2,3,,1,1,4,2,1,3,1,1,1,4,2,4,4,,,,,1,7,4,,7,,5,2,4,3,6,1,0,0,1,14,7,0,0,0,1,Games
228,2,2,3,3,2,2,1,2,3,3,2,4,2,1,3,4,2,3,2,2,1,1,2,1,1,2,2,1,1,2,4,2,2,5,,5,,7,7,0,0,1,13,7,0,1,0,1,Social media
229,2,1,3,2,2,1,3,3,2,2,2,3,4,2,,4,2,2,1,4,2,4,4,3,4,4,4,1,7,4,4,5,3,3,4,6,6,3,3,,,0,12,7,0,0,1,0,School
230,3,1,4,4,2,4,3,3,1,1,3,1,2,4,1,4,3,2,2,2,3,2,2,3,3,4,2,2,7,6,4,4,4,5,3,2,5,4,4,5,,0,18,7,0,1,1,0,School
231,4,2,1,4,2,3,2,1,4,4,4,3,3,2,4,3,2,4,1,4,1,3,4,3,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,13,7,0,0,1,0,School
232,4,1,2,4,3,2,1,4,1,1,1,3,1,4,4,4,3,4,1,1,1,4,4,2,1,1,3,5,4,5,6,6,7,3,6,3,7,1,7,11,,1,12,7,0,1,0,1,Communication
233,1,,1,1,1,1,1,1,4,,4,1,1,1,1,4,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,13,7,0,0,0,0,School
234,2,1,4,4,3,1,4,3,4,4,2,3,1,2,3,4,2,3,1,4,3,4,2,,,,,4,1,7,1,3,6,5,3,4,1,1,1,,,0,15,7,,0,0,0,Communication
235,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,6,1,1,1,0,0,1,13,7,0,0,0,0,School
236,4,3,1,1,4,,4,4,4,4,4,4,2,3,1,4,1,3,2,2,1,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,12,7,0,0,1,0,Communication
237,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,1,2,2,1,2,5,7,5,5,5,5,5,5,5,7,7,7,,,,14,7,0,0,1,1,Communication
238,3,2,4,4,4,1,4,1,2,4,,4,2,3,4,4,1,2,2,3,4,4,4,,,,,,,,,,,,,,,,,,,,,7,,,,,
239,3,1,4,4,2,4,1,3,4,2,4,1,1,2,1,4,2,1,4,4,1,4,4,1,3,1,3,1,5,6,1,6,1,1,5,5,3,5,6,1,,0,12,7,0,0,0,0,Games
240,1,1,1,1,1,1,2,1,1,1,4,1,1,1,3,1,3,4,2,1,1,1,1,1,3,4,2,7,7,7,7,1,7,1,7,1,1,,1,14,,0,14,7,0,0,0,0,Games
241,4,3,4,4,3,2,3,2,3,4,2,3,2,3,2,4,2,3,2,4,2,4,3,4,4,3,3,4,1,1,514,5,1,4,4,3,4,4,4,0,3,0,11,7,0,0,0,0,Games
242,1,4,2,4,4,1,1,4,1,4,1,4,4,1,4,1,4,1,4,2,1,2,3,4,4,,1,1,1,2,,3,1,1,1,1,1,1,1,2,,0,14,7,0,0,1,0,School
243,1,2,3,4,4,2,1,4,1,4,3,1,4,2,1,4,4,1,1,4,1,2,1,1,1,3,1,3,2,2,3,4,,5,3,2,1,3,1,,,1,12,7,0,0,1,0,"School, Games"
244,1,3,2,1,1,2,3,3,2,4,1,3,1,1,3,3,2,1,1,3,2,2,4,,,,,2,1,1,1,3,3,2,1,1,3,4,1,0,0,1,12,7,0,0,0,0,Games
245,1,,,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,,6,7,3,7,5,1,2,1,1,3,3,,,0,11,7,0,0,0,0,Communication
