ID, A1, A2, A3, A4, A5, A6, A7, A8, A9, A11, A12, A13, A14, A15, H1, H2, H3, H4, H5, H6, H7, H8, H9, H10, H11, H12, T1, T2, T3, T4, T5, T6, T7, T8, T9, T10, T11, T12, T13, T14,Sex, Age,Class, school every day?, share phone with family?, electricity at home?, parents rules phone?, Main purpose of phone use
2,1,3,4,1,4,1,1,1,4,3,4,2,4,4,2,4,1,1,2,1,4,4,4,3,1,3,5,6,5,5,2,4,2,4,1,1,2,1,4,0,Male,15,9,0,1,0,0,Social Media
4,4,1,4,1,4,4,1,1,4,1,4,1,4,4,2,3,4,1,4,4,4,4,2,4,1,4,1,3,3,1,3,1,1,1,,5,3,3,0,1,Female,15,9,0,0,0,0,games
3,4,2,4,1,4,2,3,4,3,1,3,2,3,3,4,3,4,1,4,3,4,4,3,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Male,13,9,0,1,0,1,
3,3,1,4,1,4,2,2,4,4,4,4,1,3,,4,2,1,4,4,1,4,4,4,4,1,2,2,4,1,5,7,4,1,1,3,5,7,1,5,0,Male,13,9,0,0,1,0,games
4,4,2,4,4,3,2,4,2,,2,4,3,4,2,4,3,4,2,4,3,3,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,,,Female,,9,0,1,1,0,
4,2,3,4,3,4,4,4,3,4,4,4,3,4,4,2,4,3,2,4,4,2,4,2,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,,,Female,,9,0,1,0,1,
4,4,1,4,1,4,2,4,4,4,2,3,1,2,1,4,2,1,1,4,1,2,2,4,4,2,1,3,3,4,2,2,2,1,3,2,1,3,2,5,10,Female,16,9,0,0,0,0,music
4,1,1,4,,1,2,3,2,4,2,4,1,4,2,2,2,3,2,3,1,4,4,1,4,3,3,7,4,1,1,5,1,4,7,1,1,5,7,,,Female,15,9,0,0,0,0,school
2,3,3,4,3,3,2,4,2,3,1,1,1,2,2,4,4,4,1,4,3,4,2,4,4,2,4,4,6,6,6,3,6,5,3,5,3,5,2,4,6,Male,3,9,0,0,0,0,school
3,2,4,4,4,4,1,4,1,4,1,2,1,4,2,1,3,3,4,4,3,2,4,2,4,2,3,3,3,4,3,4,4,3,4,5,3,5,3,0,5,Female,16,9,0,0,1,0,music
3,2,1,3,4,4,1,4,1,1,1,4,1,4,4,2,2,2,1,3,1,4,4,2,4,2,3,4,5,6,3,2,2,2,3,1,1,1,2,5,6,Female,15,9,0,0,0,1,music
4,1,2,4,4,1,4,2,1,4,4,4,1,4,3,4,1,2,,4,2,4,4,3,2,1,1,6,4,3,6,2,6,2,3,2,2,3,2,,,Male,16,9,,1,0,0,music
4,4,4,4,4,4,4,3,,2,4,2,4,1,4,2,4,4,1,4,3,4,4,2,4,3,34,7,5,5,6,6,6,4,2,,4,2,4,3,,Male,16,9,0,0,0,0,school
1,3,2,3,1,2,2,3,3,4,4,3,4,2,1,3,2,3,3,1,2,2,2,3,1,2,1,2,2,5,5,6,2,3,2,3,1,2,3,,,Male,16,9,0,0,1,1,communication
4,2,4,4,4,1,2,4,4,1,2,4,2,1,1,3,3,3,1,4,4,4,4,4,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,,2,Female,14,9,0,0,0,0,School
4,4,4,4,3,3,4,4,3,2,1,4,3,4,4,4,3,4,2,3,3,4,2,4,3,1,4,2,3,2,3,4,6,2,1,1,1,1,1,,5,Female,16,9,0,0,0,0,School
4,2,4,4,1,1,4,4,1,4,1,4,1,1,4,4,1,4,1,4,1,4,1,1,4,4,4,4,4,3,2,2,2,1,1,1,1,2,3,1,4,Female,14,9,0,1,0,0,Games
2,2,1,2,3,1,2,2,1,2,1,2,1,2,2,3,2,1,1,4,2,1,4,4,4,2,2,2,3,5,3,3,4,1,2,1,1,5,1,,2,Female,16,9,0,0,0,0,Games
4,2,1,3,2,4,4,2,2,3,4,1,2,2,3,4,2,4,1,4,1,4,1,2,1,1,1,4,4,5,1,5,1,6,3,2,1,4,5,4,,Female,16,9,0,0,1,0,music
2,2,3,3,,2,3,3,3,2,1,3,1,2,2,4,3,4,3,3,2,4,3,4,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,,,Male,,9,0,,0,,
1,1,1,4,1,1,1,1,1,2,4,1,3,2,4,3,3,3,1,3,2,4,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,,,Female,15,9,0,0,0,1,Games
3,4,4,4,4,4,3,4,3,4,4,4,3,4,4,4,4,,1,4,1,4,4,4,3,3,2,6,7,7,6,6,6,7,4,4,4,4,4,14,,Female,16,9,0,0,0,0,Social media
4,1,1,4,,1,2,3,1,4,4,1,1,4,4,4,2,1,1,4,1,2,4,4,4,4,2,5,5,6,,6,6,6,7,7,7,6,2,,3,Female,14,9,0,0,0,0,Games
2,4,2,2,,3,4,2,4,,2,1,2,2,2,1,2,1,2,3,3,2,4,1,4,2,4,3,1,1,2,3,4,5,2,1,1,5,5,,1,Female,15,9,0,0,0,0,Music
3,2,1,3,4,2,4,3,3,1,2,1,4,3,3,1,1,1,1,4,3,4,2,2,1,2,2,3,4,3,1,2,1,2,1,3,1,4,6,15,,Male,17,9,0,0,1,0,Communication
4,2,4,4,3,3,2,4,,3,4,,2,4,4,4,3,2,3,4,3,4,4,1,1,2,4,1,1,2,2,1,1,1,1,1,1,1,1,,,Male,15,9,0,1,1,1,Other
4,2,,4,4,4,4,4,1,3,4,1,1,4,4,4,2,4,1,4,3,,4,4,4,4,4,6,5,6,7,7,7,3,1,1,1,5,1,13,,Male,15,9,0,0,1,0,"Communication, Games, Social media, Music, Other"
2,4,2,4,2,3,1,2,3,3,1,2,1,2,3,1,2,1,2,2,1,3,2,2,2,1,2,1,3,5,4,3,6,1,4,1,1,4,2,1,,Female,15,9,0,0,1,1,Other
4,1,3,1,1,2,1,1,4,4,1,1,3,1,1,1,1,1,4,1,1,4,1,4,1,1,1,7,7,1,7,5,3,5,6,6,1,5,6,10,,Male,15,9,0,0,0,0,School
2,4,1,4,1,4,1,4,2,1,4,3,2,1,3,4,1,2,4,4,3,3,3,4,4,4,4,6,4,7,6,5,6,1,3,5,1,4,7,10,,Male,15,9,0,1,0,0, communication
1,1,1,1,3,3,3,2,2,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,7,5,7,7,5,6,6,6,6,4,6,6,8,9,Male,14,9,0,0,0,0,School
4,4,1,4,4,4,1,2,2,4,1,,1,2,3,2,2,3,1,4,2,1,2,1,4,4,4,7,,5,2,4,4,3,2,2,1,1,5,,4,Female,14,9,0,0,0,1,"Communication, Games, Music"
4,3,4,4,4,4,3,4,4,3,4,1,3,1,4,3,4,1,2,4,4,4,4,4,2,4,4,7,6,4,1,1,4,1,1,1,1,4,4,0,0,Male,14,9,0,0,1,0,Games
3,4,1,1,4,1,1,1,1,4,1,1,1,4,1,2,,1,1,3,3,1,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,Male,16,9,0,0,0,0,"Communication, Games"
3,4,3,3,3,4,3,4,2,3,2,1,4,1,2,3,3,4,3,3,4,4,1,3,4,4,3,5,6,7,5,4,6,3,1,3,5,6,5,,6,Female,16,9,0,0,1,0,School
4,3,2,1,2,4,3,3,2,2,1,2,4,3,1,2,2,1,2,3,2,2,2,1,2,1,2,1,5,3,3,1,2,1,4,5,2,4,3,1,2,Female,15,9,0,0,1,0,School
4,4,2,4,4,4,4,4,4,4,1,4,4,1,1,1,1,4,4,2,4,4,4,1,4,4,1,2,4,1,1,4,,4,1,1,1,4,1,,,Female,14,9,0,0,0,0,"Communication, Games"
4,4,2,4,4,4,4,4,4,4,1,4,2,1,4,1,4,1,4,2,3,4,4,4,4,3,2,2,1,1,2,3,1,1,1,5,5,1,1,,,Female,16,9,0,0,1,0,Communication
4,1,1,4,2,3,1,4,3,4,2,2,1,4,4,4,2,4,1,3,1,2,3,1,4,1,2,6,6,4,3,3,2,2,5,3,1,5,4,13,6,Male,17,9,0,0,0,1,School
4,3,1,4,4,2,3,4,4,4,4,4,4,2,3,4,3,3,4,4,1,4,4,4,4,4,4,4,3,4,1,6,3,2,1,4,1,3,3,2,,Female,16,9,0,0,0,0,Music
4,4,3,4,4,2,1,4,4,3,4,4,4,3,3,4,3,4,3,4,1,4,4,4,4,4,4,4,6,6,3,6,5,4,1,4,3,4,4,1,,Female,14,9,0,0,0,0,Music
3,,2,4,4,4,2,4,2,4,2,2,2,2,3,2,3,3,1,2,3,1,3,1,1,3,3,7,6,6,5,6,5,5,4,5,5,5,6,4,8,Female,17,9,0,1,0,0,Social Media
3,2,2,3,2,2,2,3,4,2,3,4,4,2,2,2,2,3,1,3,1,2,2,4,3,4,2,4,4,5,5,4,3,4,2,1,1,3,2,13,2,Female,15,9,0,0,0,0,"Communication, Social media, Music, Other"
2,3,2,2,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,4,3,,,,,1,3,4,3,6,5,3,3,3,3,3,3,13,6,Male,16,9,0,0,0,0,"Communication, Games, Social Media, Music"
1,2,2,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,Male,,9,1,1,1,1,Social Media
2,1,1,1,,3,1,3,2,1,1,4,1,2,2,3,2,3,3,1,1,4,4,1,1,3,1,3,3,2,2,4,4,2,7,7,7,7,7,12,12,Male,19,9,1,1,1,0,Other
4,4,4,4,2,1,4,2,3,4,4,3,4,2,2,3,3,2,3,3,3,4,4,3,3,4,4,1,3,1,7,6,7,3,1,1,4,4,5,7,12,Male,15,9,0,0,0,0,"Communication, Games, Social Media, Music"
4,4,1,4,4,4,4,1,1,4,1,1,4,4,1,4,1,4,4,4,1,4,4,4,4,4,1,4,6,7,1,5,6,7,6,4,3,2,1,6,,Female,17,9,0,1,0,1,"Communication, Other"
4,4,1,4,4,4,4,,4,4,1,1,4,,4,4,4,1,4,4,4,4,4,1,4,4,1,5,5,7,7,6,4,4,6,5,1,6,6,14,3,Female,13,9,0,1,0,1,"School, Social media"
4,4,4,4,2,4,4,1,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,6,Female,15,9,0,0,0,0,Social Media
4,4,4,4,4,,4,4,1,1,4,2,4,3,4,3,4,4,4,4,2,4,4,4,4,2,2,7,4,3,4,5,4,1,4,1,1,1,4,5,,Female,18,9,0,0,0,0,Other
4,4,4,4,2,2,2,1,4,4,4,1,1,4,4,4,1,4,4,4,1,4,4,4,4,2,4,6,6,6,1,1,1,6,1,1,1,6,1,13,,Male,15,9,0,0,1,0,Communication
4,2,1,4,2,3,1,3,2,3,1,2,1,3,4,3,2,3,1,4,4,4,4,3,4,3,3,3,4,6,5,6,5,4,2,1,1,2,3,2,6,Male,14,9,0,0,0,0,Games
4,4,1,4,1,4,4,4,4,4,4,4,4,4,1,4,4,4,1,4,4,2,4,4,4,4,1,5,4,6,5,5,5,5,2,5,1,5,4,2,,Male,14,9,0,0,0,0,"School, communication, Games, Social media, Music"
4,4,3,4,2,1,1,2,3,2,3,4,3,4,4,4,4,4,4,1,4,4,3,4,2,3,4,1,1,1,1,2,4,3,3,1,2,3,4,,,Male,18,9,0,0,1,1,Other
4,4,4,4,4,4,3,4,4,4,1,4,1,4,4,4,4,4,1,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,,,Male,14,9,0,,0,,
3,4,3,4,3,4,1,4,4,1,4,3,1,2,1,1,1,2,3,4,2,4,3,2,1,4,4,6,3,6,4,3,5,5,1,2,2,1,3,,,Male,16,9,0,0,0,0,Music
2,4,1,1,4,1,1,4,3,1,3,4,2,4,2,1,1,1,1,4,3,3,4,4,1,3,3,1,6,5,2,3,6,1,4,3,2,5,1,17,,Male,17,9,0,1,1,0,Music
4,4,4,4,3,2,1,4,4,4,1,1,1,4,2,1,4,1,1,2,1,3,4,4,4,2,1,4,6,6,4,7,5,,1,5,3,1,4,2,6,Male,17,9,0,1,0,0,Other
 ,4,4,4,4,4,3,4,4,3,3,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,,7,,5,5,,5,5,6,5,5,2,0,Male,,9,0,0,0,0,music
1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,,,,,4,6,6,1,1,1,1,1,2,2,2,2,1,10,Female,16,9,0,0,0,0,music
4,4,4,2,4,3,2,3,4,1,1,4,2,2,3,1,2,3,2,4,2,2,4,2,4,4,3,1,7,1,1,1,1,1,1,1,1,1,1,,,Male,,9,0,0,0,1,games
1,1,1,4,1,1,1,4,1,4,1,2,1,1,4,4,4,4,3,4,1,1,4,4,1,4,3,2,2,2,2,3,3,3,4,2,1,5,3,1,10,Female,15,9,0,0,0,0,music
2,4,3,2,3,4,,,,2,2,3,1,2,3,2,4,2,2,4,2,4,4,4,4,1,2,6,6,6,6,7,,,4,7,,1,3,6,2,Male,18,9,0,0,1,0,"school,communication,games,social media,music,other"
4,4,4,4,4,4,4,3,3,1,4,4,4,3,4,1,4,4,4,4,4,1,4,4,4,4,4,4,5,,3,5,7,4,1,4,4,5,7,2,3,Male,18,9,0,0,1,0,schol
4,4,1,1,4,4,4,4,4,4,1,4,2,2,3,4,4,4,4,3,2,1,4,2,4,2,1,6,6,1,4,6,6,5,6,5,3,5,5,0,7,Female,15,9,0,1,0,0,school
4,4,2,4,2,4,4,4,4,4,2,4,1,2,4,2,4,4,1,4,2,4,3,4,4,4,4,2,3,2,3,2,2,3,5,6,6,3,5,2,0,Male,16,11,0,0,0,0,Social Media
4,2,4,4,4,3,4,3,2,1,1,4,2,2,4,2,2,4,2,4,2,1,4,4,4,4,2,3,6,7,1,4,1,2,4,4,1,4,4,2,7,Female,19,11,0,1,1,0,Communication
2,2,2,3,2,2,2,3,2,2,3,2,1,4,4,2,2,1,2,2,4,1,2,2,1,2,2,4,2,4,3,2,4,2,1,2,3,4,4,2,7,Female,19,11,0,1,0,0,Other
4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,1,3,1,1,4,4,1,4,4,4,4,2,7,6,7,7,5,7,4,5,2,1,3,2,4,0,Female,16,11,0,0,0,0,Communication
1,3,1,4,4,1,3,3,1,1,1,4,2,4,3,4,2,4,1,4,1,2,4,4,4,1,2,3,2,3,6,,5,2,3,1,1,4,1,7,0,Male,17,11,0,1,0,0,Social Media
4,4,1,3,3,2,2,3,3,4,2,3,2,1,2,4,4,2,3,4,4,2,4,4,3,2,4,5,4,3,3,4,4,3,2,3,2,3,4,0,0,Female,15,11,0,0,0,0,Communication
2,1,1,4,4,2,2,1,4,3,1,3,2,4,1,2,2,4,1,4,2,1,4,1,4,2,2,6,6,4,5,2,2,3,2,5,1,,5,2,0,Female,20,11,0,,0,1,"School, Communication, Games, Social Media, Music"
4,4,1,4,1,1,1,1,4,4,1,1,1,4,1,2,1,4,1,4,1,1,4,1,2,1,1,6,2,2,2,6,4,1,2,1,1,,4,2,0,Female,19,11,0,0,0,1,"School, Games, Social Media, Music, Other"
4,3,1,4,3,2,3,4,2,3,1,2,2,3,4,2,2,2,2,3,2,2,3,4,4,,2,2,4,5,2,3,2,2,6,7,4,6,2,2,0,Female,18,11,0,1,0,0,Communication
4,1,4,4,4,4,2,4,4,4,4,4,4,4,4,4,1,4,4,4,1,1,1,4,2,1,1,2,5,7,1,3,1,3,1,1,4,1,3,0,0,Female,19,11,0,0,0,1,Music
4,4,4,4,4,4,1,4,4,4,1,2,3,3,3,4,4,4,,4,4,,3,1,3,3,2,5,5,7,5,7,5,6,6,4,5,7,7,7,3,Female,17,11,0,0,0,0,Social Media
4,1,2,4,1,1,2,1,4,1,1,1,3,2,4,4,3,4,1,4,4,3,4,4,4,4,4,2,2,4,5,2,2,3,1,1,1,1,2,0,5,Female,18,11,0,0,0,0,School
4,2,1,4,4,1,1,1,4,1,1,1,2,1,2,1,2,4,1,4,2,1,1,4,4,,3,3,3,5,1,4,1,3,1,2,3,3,1,2,0,Female,18,11,0,0,0,0,School
4,2,1,4,2,3,4,1,1,4,,4,4,1,1,4,1,4,1,4,1,4,4,1,1,1,1,7,7,5,,2,7,2,2,1,3,7,4,4,0,Male,17,11,0,1,0,0,Communication
4,2,2,4,2,4,2,4,4,3,1,3,2,3,2,2,3,3,1,4,2,3,3,3,2,2,2,3,2,3,2,3,1,2,3,3,1,2,2,1,0,Male,22,11,0,0,1,1,Communication
4,4,4,3,4,4,4,4,4,4,4,3,1,4,4,4,4,4,4,3,3,3,4,3,4,2,4,1,1,1,2,2,1,1,1,1,1,1,2,0,0,Female,18,11,0,,0,,
4,1,2,4,4,3,3,2,1,3,1,1,1,3,4,4,4,4,1,4,3,3,4,4,4,3,2,3,5,3,3,5,1,2,3,6,3,2,5,0,4,Female,18,11,0,0,0,0,Music
4,4,,2,2,2,3,1,1,4,2,4,1,4,4,2,4,2,1,2,4,2,4,1,4,2,2,5,4,4,2,2,2,1,2,1,3,3,3,3,2,Female,16,11,0,0,0,0,School
2,3,2,1,2,3,2,2,3,4,1,3,4,1,2,4,4,4,1,3,1,4,3,2,4,2,4,5,5,6,3,7,,5,,4,3,6,4,0,2,Male,16,11,0,0,0,0,Music
4,1,1,,1,1,1,3,1,1,1,2,4,2,2,4,2,4,1,4,2,1,4,2,4,1,1,2,4,1,2,2,4,,1,1,1,2,1,0,6,Female,17,11,0,0,0,0,School
4,2,2,2,4,3,2,3,3,3,4,3,3,2,3,1,4,3,2,2,2,4,2,4,3,4,1,2,2,2,3,7,5,2,5,1,2,5,5,0,3,Male,16,11,0,1,0,0,Games
4,1,1,4,4,3,4,1,3,4,1,1,2,1,2,2,2,4,1,4,1,1,4,2,4,,2,2,2,5,2,2,2,2,1,1,1,1,1,2,9,Male,17,11,0,0,1,0,School
4,1,2,4,4,1,2,4,2,4,2,3,2,4,2,1,4,1,2,4,2,2,4,2,2,4,4,4,3,4,3,5,4,1,6,4,,4,4,0,3,Male,15,11,0,0,0,0,Communication
4,3,3,4,3,3,4,2,3,3,4,3,2,3,3,4,3,3,3,2,2,4,4,3,3,4,3,5,7,6,4,6,6,4,6,6,3,2,6,,,Female,19,11,0,0,0,0,Social Media
1,4,1,4,4,2,1,2,3,4,1,1,4,2,4,2,2,4,2,2,3,1,3,1,2,2,3,2,4,6,2,1,3,4,5,4,1,3,4,1,0,Female,18,11,0,1,1,0,Music
3,2,4,4,2,1,3,4,4,1,2,3,4,1,1,1,4,1,2,3,3,1,3,3,3,2,1,5,6,3,4,3,5,1,4,6,4,1,1,,,Male,20,11,0,0,1,0,Communication
4,1,4,4,4,1,2,1,1,4,1,4,4,4,3,1,4,2,4,2,4,1,4,4,4,3,1,3,3,3,4,2,3,2,3,2,2,3,4,1,,Female,18,11,0,0,0,0,Music
4,2,1,2,2,2,1,2,1,1,1,4,2,2,4,1,2,2,1,4,2,2,4,4,2,2,1,2,4,6,1,1,2,2,3,2,1,2,4,,2,Female,17,11,0,0,0,0,School
4,2,1,,3,1,,4,3,2,4,3,1,4,3,4,1,3,1,4,3,1,3,3,4,2,1,2,3,4,1,,2,1,2,1,4,3,1,19,,Female,20,11,0,0,1,0,Social Media
4,3,2,2,4,3,1,4,3,2,4,4,3,3,4,1,2,1,3,4,1,2,4,1,4,2,3,3,3,3,3,3,2,2,2,1,1,3,3,1,0,Female,18,11,0,0,1,0,Communication
1,1,1,4,1,1,1,1,1,4,2,4,4,3,2,4,2,4,1,4,3,3,4,1,4,1,1,2,1,1,4,6,4,1,2,5,1,2,1,,4,Male,15,11,0,0,0,0,School
4,2,4,2,1,4,2,1,4,1,4,2,1,4,2,4,4,3,1,4,1,1,4,4,4,1,1,6,5,7,6,7,6,5,5,5,5,5,4,6,2,Male,16,11,0,1,0,0,Music
2,1,1,2,1,2,1,1,1,3,1,3,2,1,4,2,2,3,1,3,1,2,2,2,2,1,2,3,3,2,2,,5,3,3,4,3,5,4,2,4,Male,18,11,0,1,0,0,"School, communication, games, social media, music, videos"
4,1,1,4,4,,1,4,1,2,2,1,4,2,4,4,3,4,2,1,2,1,4,3,2,2,2,2,3,1,2,2,1,2,3,1,1,6,1,,4,Male,17,11,0,0,0,0,"School, communication"
4,2,4,4,4,4,1,4,1,4,1,,1,2,4,2,3,3,1,4,2,1,4,4,4,2,2,3,3,7,2,4,6,1,2,4,4,3,2,,4,Male,17,11,0,0,0,1,Communication
4,4,4,1,4,4,2,1,4,4,1,4,3,2,2,1,3,2,1,4,4,1,4,4,4,,1,3,6,7,6,4,,2,,5,3,2,6,,4,Female,19,11,0,0,1,1,Communication
3,3,2,2,2,2,3,2,1,3,1,2,2,1,4,2,2,3,1,4,2,2,3,4,3,2,2,6,5,3,2,2,3,2,2,2,1,4,1,10,,Male,18,11,0,1,0,0,Communication
4,1,1,4,3,4,1,2,1,4,1,1,2,2,4,3,4,3,2,4,4,4,4,3,2,3,1,2,5,6,3,2,2,4,3,4,4,1,2,5,,Female,17,11,0,0,1,0,Music
4,1,2,4,1,4,1,2,4,4,4,2,1,4,2,4,3,4,1,4,3,2,4,2,4,1,4,6,5,5,,6,5,6,6,7,5,6,3,,5,Male,16,11,0,1,0,0,"School, social media"
4,1,2,2,3,2,1,3,2,3,1,3,2,3,2,2,1,2,1,4,1,3,4,4,4,2,3,5,3,2,3,5,2,1,2,1,1,5,3,1,,Male,18,11,0,0,1,0,school
3,4,2,2,4,4,3,2,4,4,1,2,1,4,4,2,4,4,1,2,1,2,4,1,4,2,4,6,4,7,4,5,4,,,6,2,2,3,,8,Male,18,11,0,1,0,0,Social Media
3,1,1,1,4,4,1,1,1,4,4,4,1,2,3,2,4,1,1,4,4,2,4,4,4,2,2,1,2,6,3,1,1,1,1,1,2,1,2,,10,Male,15,11,0,1,0,0,Communication
4,2,3,4,2,4,1,2,4,1,1,2,1,2,1,1,2,2,1,4,1,2,2,1,2,2,1,5,2,2,1,2,1,2,1,1,2,3,5,17,7,Female,18,11,0,0,0,0,Communication
